Target,Login Page
tryhackme.com,http://tryhackme.com/index/login
tryhackme.com,http://tryhackme.com/login
tryhackme.com,http://tryhackme.com/index/register
tryhackme.com,http://tryhackme.com/admin/login
tryhackme.com,http://tryhackme.com/user/login
tryhackme.com,http://tryhackme.com/signin
tryhackme.com,http://tryhackme.com/authentication
tryhackme.com,http://tryhackme.com/auth
tryhackme.com,http://tryhackme.com/wp-login.php
